Title	Pseudo-title	Sub-title	Identifier	Date	Flight Line	Photo #	Scale	Latitude	Longitude	Thumbnail Link	Archive Link	Location in Drive	Corporate Name/Author	Personal Name/Author	Publisher	Publication Location	Set Date	Physical Description	General Note	Subject (Geographic)	Subject (Geographic)	Subject (Geographic)	Continent	Country	Province/State	Region	County	City	City Section	Area	Index	Condition Notes	Flightline String	Digital Archive Identifier	Digital Archive URL (new)
	Hamilon Area		Hamilton	1950-06-01	A13067	59	[1:10,000 approximately]	43.235699	-79.836316	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_Hamilton_1950_A13067-59.jpg	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72252	H:\Digitization_Projects\Air_Photos\AirPhotos_1950_Hamilton	National Air Photo Library (Canada)		Air Photo Division, Energy Mines & Resources	[Ottawa, Ont.]	1950	1 remote-sensing image ; 23 x 23 cm.	Stereoscopic coverage. Shows City of Hamilton north of Mohawk Road, including Dundas, Waterdown, and part of North Burlington. On verso: Royal Canadian Air Force, Crown copyright. Source: National Air Photo Library, Operation 233/50 (cities) Hamilton and Operation 23350, Cities of London and Hamilton, [Air Photos of Hamilton Area], June 4 and 8, 1950.	Hamilton (Ont.)			North America	Canada	Ontario			Hamilton			on photocopied NTS 1:50,000 map		_A13067	AirPhotos_Hamilton_1950_A13067-59	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72252
	Hamilon Area		Hamilton	1950-06-01	A13067	60	[1:10,000 approximately]	43.238012	-79.844813	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_Hamilton_1950_A13067-60.jpg	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72238	H:\Digitization_Projects\Air_Photos\AirPhotos_1950_Hamilton	National Air Photo Library (Canada)		Air Photo Division, Energy Mines & Resources	[Ottawa, Ont.]	1950	1 remote-sensing image ; 23 x 23 cm.	Stereoscopic coverage. Shows City of Hamilton north of Mohawk Road, including Dundas, Waterdown, and part of North Burlington. On verso: Royal Canadian Air Force, Crown copyright. Source: National Air Photo Library, Operation 233/50 (cities) Hamilton and Operation 23350, Cities of London and Hamilton, [Air Photos of Hamilton Area], June 4 and 8, 1950.	Hamilton (Ont.)			North America	Canada	Ontario			Hamilton			on photocopied NTS 1:50,000 map		_A13067	AirPhotos_Hamilton_1950_A13067-60	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72238
	Hamilon Area		Hamilton	1950-06-01	A13067	61	[1:10,000 approximately]	43.239544	-79.853354	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_Hamilton_1950_A13067-61.jpg	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72251	H:\Digitization_Projects\Air_Photos\AirPhotos_1950_Hamilton	National Air Photo Library (Canada)		Air Photo Division, Energy Mines & Resources	[Ottawa, Ont.]	1950	1 remote-sensing image ; 23 x 23 cm.	Stereoscopic coverage. Shows City of Hamilton north of Mohawk Road, including Dundas, Waterdown, and part of North Burlington. On verso: Royal Canadian Air Force, Crown copyright. Source: National Air Photo Library, Operation 233/50 (cities) Hamilton and Operation 23350, Cities of London and Hamilton, [Air Photos of Hamilton Area], June 4 and 8, 1950.	Hamilton (Ont.)			North America	Canada	Ontario			Hamilton			on photocopied NTS 1:50,000 map		_A13067	AirPhotos_Hamilton_1950_A13067-61	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72251
	Hamilon Area		Hamilton	1950-06-01	A13067	62	[1:10,000 approximately]	43.24092	-79.861078	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_Hamilton_1950_A13067-62.jpg	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72276	H:\Digitization_Projects\Air_Photos\AirPhotos_1950_Hamilton	National Air Photo Library (Canada)		Air Photo Division, Energy Mines & Resources	[Ottawa, Ont.]	1950	1 remote-sensing image ; 23 x 23 cm.	Stereoscopic coverage. Shows City of Hamilton north of Mohawk Road, including Dundas, Waterdown, and part of North Burlington. On verso: Royal Canadian Air Force, Crown copyright. Source: National Air Photo Library, Operation 233/50 (cities) Hamilton and Operation 23350, Cities of London and Hamilton, [Air Photos of Hamilton Area], June 4 and 8, 1950.	Hamilton (Ont.)			North America	Canada	Ontario			Hamilton			on photocopied NTS 1:50,000 map		_A13067	AirPhotos_Hamilton_1950_A13067-62	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72276
	Hamilon Area		Hamilton	1950-06-01	A13067	63	[1:10,000 approximately]	43.243358	-79.870348	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_Hamilton_1950_A13067-63.jpg	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72168	H:\Digitization_Projects\Air_Photos\AirPhotos_1950_Hamilton	National Air Photo Library (Canada)		Air Photo Division, Energy Mines & Resources	[Ottawa, Ont.]	1950	1 remote-sensing image ; 23 x 23 cm.	Stereoscopic coverage. Shows City of Hamilton north of Mohawk Road, including Dundas, Waterdown, and part of North Burlington. On verso: Royal Canadian Air Force, Crown copyright. Source: National Air Photo Library, Operation 233/50 (cities) Hamilton and Operation 23350, Cities of London and Hamilton, [Air Photos of Hamilton Area], June 4 and 8, 1950.	Hamilton (Ont.)			North America	Canada	Ontario			Hamilton			on photocopied NTS 1:50,000 map		_A13067	AirPhotos_Hamilton_1950_A13067-63	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72168
	Hamilon Area		Hamilton	1950-06-01	A13067	64	[1:10,000 approximately]	43.244765	-79.878545	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_Hamilton_1950_A13067-64.jpg	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72266	H:\Digitization_Projects\Air_Photos\AirPhotos_1950_Hamilton	National Air Photo Library (Canada)		Air Photo Division, Energy Mines & Resources	[Ottawa, Ont.]	1950	1 remote-sensing image ; 23 x 23 cm.	Stereoscopic coverage. Shows City of Hamilton north of Mohawk Road, including Dundas, Waterdown, and part of North Burlington. On verso: Royal Canadian Air Force, Crown copyright. Source: National Air Photo Library, Operation 233/50 (cities) Hamilton and Operation 23350, Cities of London and Hamilton, [Air Photos of Hamilton Area], June 4 and 8, 1950.	Hamilton (Ont.)			North America	Canada	Ontario			Hamilton			on photocopied NTS 1:50,000 map		_A13067	AirPhotos_Hamilton_1950_A13067-64	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72266
	Hamilon Area		Hamilton	1950-06-01	A13067	65	[1:10,000 approximately]	43.247047	-79.8873	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_Hamilton_1950_A13067-65.jpg	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72274	H:\Digitization_Projects\Air_Photos\AirPhotos_1950_Hamilton	National Air Photo Library (Canada)		Air Photo Division, Energy Mines & Resources	[Ottawa, Ont.]	1950	1 remote-sensing image ; 23 x 23 cm.	Stereoscopic coverage. Shows City of Hamilton north of Mohawk Road, including Dundas, Waterdown, and part of North Burlington. On verso: Royal Canadian Air Force, Crown copyright. Source: National Air Photo Library, Operation 233/50 (cities) Hamilton and Operation 23350, Cities of London and Hamilton, [Air Photos of Hamilton Area], June 4 and 8, 1950.	Hamilton (Ont.)			North America	Canada	Ontario			Hamilton			on photocopied NTS 1:50,000 map		_A13067	AirPhotos_Hamilton_1950_A13067-65	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72274
	Hamilon Area		Hamilton	1950-06-01	A13067	68	[1:10,000 approximately]	43.247047	-79.8873	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_Hamilton_1950_A13067-68.jpg	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72165	H:\Digitization_Projects\Air_Photos\AirPhotos_1950_Hamilton	National Air Photo Library (Canada)		Air Photo Division, Energy Mines & Resources	[Ottawa, Ont.]	1950	1 remote-sensing image ; 23 x 23 cm.	Stereoscopic coverage. Shows City of Hamilton north of Mohawk Road, including Dundas, Waterdown, and part of North Burlington. On verso: Royal Canadian Air Force, Crown copyright. Source: National Air Photo Library, Operation 233/50 (cities) Hamilton and Operation 23350, Cities of London and Hamilton, [Air Photos of Hamilton Area], June 4 and 8, 1950.	Hamilton (Ont.)			North America	Canada	Ontario			Hamilton			on photocopied NTS 1:50,000 map		_A13067	AirPhotos_Hamilton_1950_A13067-68	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72165
	Hamilon Area		Hamilton	1950-06-01	A13067	69	[1:10,000 approximately]	43.255893	-79.919486	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_Hamilton_1950_A13067-69.jpg	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72264	H:\Digitization_Projects\Air_Photos\AirPhotos_1950_Hamilton	National Air Photo Library (Canada)		Air Photo Division, Energy Mines & Resources	[Ottawa, Ont.]	1950	1 remote-sensing image ; 23 x 23 cm.	Stereoscopic coverage. Shows City of Hamilton north of Mohawk Road, including Dundas, Waterdown, and part of North Burlington. On verso: Royal Canadian Air Force, Crown copyright. Source: National Air Photo Library, Operation 233/50 (cities) Hamilton and Operation 23350, Cities of London and Hamilton, [Air Photos of Hamilton Area], June 4 and 8, 1950.	Hamilton (Ont.)			North America	Canada	Ontario			Hamilton			on photocopied NTS 1:50,000 map		_A13067	AirPhotos_Hamilton_1950_A13067-69	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72264
	Hamilton Metropolitan Area		Hamilton	1951-04-13		1B	[1:4800]	43.27758	-79.956779	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_Hamilton_1951-1B.jpg	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72280	H:\Digitization_Projects\Air_Photos\AirPhotos_1951_Hamilton	Photographic Survey Coporation		[Publisher unknown]	[Toronto, Ont.]	1951	1 remote-sensing image ; 60 x 74 cm on sheets 72 x 83 cm.	Shows parts of Dundas, Ancaster, and Stoney Creek. Source: Photographic Survey Corporation Ltd., Hamilton Metropolitan Area, April 13th and May 16th, 1951.	Hamilton (Ont.)			North America	Canada	Ontario			Hamilton			small index printed on each sheet; mylar master index for use over a planimetric map County of Wentworth [1:63,360 approx.]			AirPhotos_Hamilton_1951-1B	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72280
	Hamilton Metropolitan Area		Hamilton	1951-04-13		1C	[1:4800]	43.263081	-79.965019	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_Hamilton_1951-1C.jpg	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72282	H:\Digitization_Projects\Air_Photos\AirPhotos_1951_Hamilton	Photographic Survey Coporation		[Publisher unknown]	[Toronto, Ont.]	1951	1 remote-sensing image ; 60 x 74 cm on sheets 72 x 83 cm.	Shows parts of Dundas, Ancaster, and Stoney Creek. Source: Photographic Survey Corporation Ltd., Hamilton Metropolitan Area, April 13th and May 16th, 1951.	Hamilton (Ont.)			North America	Canada	Ontario			Hamilton			small index printed on each sheet; mylar master index for use over a planimetric map County of Wentworth [1:63,360 approx.]			AirPhotos_Hamilton_1951-1C	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72282
	Hamilton Metropolitan Area		Hamilton	1951-04-13		1D	[1:4800]	43.236824	-79.976521	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_Hamilton_1951-1D.jpg	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72281	H:\Digitization_Projects\Air_Photos\AirPhotos_1951_Hamilton	Photographic Survey Coporation		[Publisher unknown]	[Toronto, Ont.]	1951	1 remote-sensing image ; 60 x 74 cm on sheets 72 x 83 cm.	Shows parts of Dundas, Ancaster, and Stoney Creek. Source: Photographic Survey Corporation Ltd., Hamilton Metropolitan Area, April 13th and May 16th, 1951.	Hamilton (Ont.)			North America	Canada	Ontario			Hamilton			small index printed on each sheet; mylar master index for use over a planimetric map County of Wentworth [1:63,360 approx.]			AirPhotos_Hamilton_1951-1D	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72281
	Hamilton Metropolitan Area		Hamilton	1951-04-13		2A	[1:4800]	43.295074	-79.905624	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_Hamilton_1951-2A.jpg	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72283	H:\Digitization_Projects\Air_Photos\AirPhotos_1951_Hamilton	Photographic Survey Coporation		[Publisher unknown]	[Toronto, Ont.]	1951	1 remote-sensing image ; 60 x 74 cm on sheets 72 x 83 cm.	Shows parts of Dundas, Ancaster, and Stoney Creek. Source: Photographic Survey Corporation Ltd., Hamilton Metropolitan Area, April 13th and May 16th, 1951.	Hamilton (Ont.)			North America	Canada	Ontario			Hamilton			small index printed on each sheet; mylar master index for use over a planimetric map County of Wentworth [1:63,360 approx.]			AirPhotos_Hamilton_1951-2A	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72283
	Hamilton Metropolitan Area		Hamilton	1951-04-13		2B	[1:4800]	43.274956	-79.906311	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_Hamilton_1951-2B.jpg	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72305	H:\Digitization_Projects\Air_Photos\AirPhotos_1951_Hamilton	Photographic Survey Coporation		[Publisher unknown]	[Toronto, Ont.]	1951	1 remote-sensing image ; 60 x 74 cm on sheets 72 x 83 cm.	Shows parts of Dundas, Ancaster, and Stoney Creek. Source: Photographic Survey Corporation Ltd., Hamilton Metropolitan Area, April 13th and May 16th, 1951.	Hamilton (Ont.)			North America	Canada	Ontario			Hamilton			small index printed on each sheet; mylar master index for use over a planimetric map County of Wentworth [1:63,360 approx.]			AirPhotos_Hamilton_1951-2B	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72305
	Hamilton Metropolitan Area		Hamilton	1951-04-13		6C	[1:4800]	43.214059	-79.755077	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_Hamilton_1951-6C.jpg	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72304	H:\Digitization_Projects\Air_Photos\AirPhotos_1951_Hamilton	Photographic Survey Coporation		[Publisher unknown]	[Toronto, Ont.]	1951	1 remote-sensing image ; 60 x 74 cm on sheets 72 x 83 cm.	Shows parts of Dundas, Ancaster, and Stoney Creek. Source: Photographic Survey Corporation Ltd., Hamilton Metropolitan Area, April 13th and May 16th, 1951.	Hamilton (Ont.)			North America	Canada	Ontario			Hamilton			small index printed on each sheet; mylar master index for use over a planimetric map County of Wentworth [1:63,360 approx.]			AirPhotos_Hamilton_1951-6C	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72304
	Hamilton Metropolitan Area		Hamilton	1951-04-13		6D	[1:4800]	43.185278	-79.77087	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_Hamilton_1951-6D.jpg	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72284	H:\Digitization_Projects\Air_Photos\AirPhotos_1951_Hamilton	Photographic Survey Coporation		[Publisher unknown]	[Toronto, Ont.]	1951	1 remote-sensing image ; 60 x 74 cm on sheets 72 x 83 cm.	Shows parts of Dundas, Ancaster, and Stoney Creek. Source: Photographic Survey Corporation Ltd., Hamilton Metropolitan Area, April 13th and May 16th, 1951.	Hamilton (Ont.)			North America	Canada	Ontario			Hamilton			small index printed on each sheet; mylar master index for use over a planimetric map County of Wentworth [1:63,360 approx.]			AirPhotos_Hamilton_1951-6D	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72284
			Hamilton	1952-05-01		Binbrook	[1:4,800 approximately]	43.120858	-79.804525	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_Hamilton_1952-Binbrook.jpg	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A71782	H:\Digitization_Projects\Air_Photos\AirPhotos_1952_Hamilton	Spartan Air Services, Ltd.		[Spartan Air Services, Ltd.]	[Ottawa, Ont.]	1952	1 remote-sensing image ; 61 x 73 cm on sheet 71 x 82 cm. Dry mounted on masonite.	Shows parts of Dundas, Ancaster, Stoney Creek, and Hamilton mountain only. Source: Spartan Air Services, Ltd.	Hamilton (Ont.)			North America	Canada	Ontario			Hamilton	Binbrook					AirPhotos_Hamilton_1952-Binbrook	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A71782
			Hamilton	1952-05-01		MillGrove	[1:4,800 approximately]	43.339456	-79.959199	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_Hamilton_1952-MillGrove.jpg	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A71785	H:\Digitization_Projects\Air_Photos\AirPhotos_1952_Hamilton	Spartan Air Services, Ltd.		[Spartan Air Services, Ltd.]	[Ottawa, Ont.]	1952	1 remote-sensing image ; 61 x 73 cm on sheet 71 x 82 cm. Dry mounted on masonite.	Shows parts of Dundas, Ancaster, Stoney Creek, and Hamilton mountain only. Source: Spartan Air Services, Ltd.	Hamilton (Ont.)			North America	Canada	Ontario			Hamilton	MillGrove					AirPhotos_Hamilton_1952-MillGrove	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A71785
			Hamilton	1952-05-01		Freelton	[1:4,800 approximately]	43.399104	-80.03112	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_Hamilton_1952-Freelton.jpg	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A71784	H:\Digitization_Projects\Air_Photos\AirPhotos_1952_Hamilton	Spartan Air Services, Ltd.		[Spartan Air Services, Ltd.]	[Ottawa, Ont.]	1952	1 remote-sensing image ; 61 x 73 cm on sheet 71 x 82 cm. Dry mounted on masonite.	Shows parts of Dundas, Ancaster, Stoney Creek, and Hamilton mountain only. Source: Spartan Air Services, Ltd.	Hamilton (Ont.)			North America	Canada	Ontario			Hamilton	Freelton					AirPhotos_Hamilton_1952-Freelton	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A71784
			Hamilton	1952-05-01		Lynden	[1:4,800 approximately]	43.232825	-80.145791	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_Hamilton_1952-Lynden.jpg	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A71757	H:\Digitization_Projects\Air_Photos\AirPhotos_1952_Hamilton	Spartan Air Services, Ltd.		[Spartan Air Services, Ltd.]	[Ottawa, Ont.]	1952	1 remote-sensing image ; 61 x 73 cm on sheet 71 x 82 cm. Dry mounted on masonite.	Shows parts of Dundas, Ancaster, Stoney Creek, and Hamilton mountain only. Source: Spartan Air Services, Ltd.	Hamilton (Ont.)			North America	Canada	Ontario			Hamilton	Lynden					AirPhotos_Hamilton_1952-Lynden	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A71757
			Hamilton	1952-05-01		Sheffield	[1:4,800 approximately]	43.323875	-80.20521	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_Hamilton_1952-Sheffield.jpg	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A71787	H:\Digitization_Projects\Air_Photos\AirPhotos_1952_Hamilton	Spartan Air Services, Ltd.		[Spartan Air Services, Ltd.]	[Ottawa, Ont.]	1952	1 remote-sensing image ; 61 x 73 cm on sheet 71 x 82 cm. Dry mounted on masonite.	Shows parts of Dundas, Ancaster, Stoney Creek, and Hamilton mountain only. Source: Spartan Air Services, Ltd.	Hamilton (Ont.)			North America	Canada	Ontario			Hamilton	Sheffield					AirPhotos_Hamilton_1952-Sheffield	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A71787
Hamilton-Wentworth County			Hamilton	1952-05-01		12L	[1:4,800 approximately]	43.189158	-80.140629	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_Hamilton_1952-12L.jpg	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A71756	H:\Digitization_Projects\Air_Photos\AirPhotos_1952_Hamilton	Spartan Air Services, Ltd.		[Spartan Air Services, Ltd.]	[Ottawa, Ont.]	1952	1 remote-sensing image ; 61 x 73 cm on sheet 71 x 82 cm. Dry mounted on masonite.	Shows parts of Dundas, Ancaster, Stoney Creek, and Hamilton mountain only. Source: Spartan Air Services, Ltd.	Hamilton (Ont.)			North America	Canada	Ontario			Hamilton			mylar master index for use over a planimetric map Countyof Wentworth [1:63,360 approx.]			AirPhotos_Hamilton_1952-12L	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A71756
Hamilton-Wentworth County			Hamilton	1952-05-01		13L	[1:4,800 approximately]	43.19669	-80.119401	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_Hamilton_1952-13L.jpg	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A71766	H:\Digitization_Projects\Air_Photos\AirPhotos_1952_Hamilton	Spartan Air Services, Ltd.		[Spartan Air Services, Ltd.]	[Ottawa, Ont.]	1952	1 remote-sensing image ; 61 x 73 cm on sheet 71 x 82 cm. Dry mounted on masonite.	Shows parts of Dundas, Ancaster, Stoney Creek, and Hamilton mountain only. Source: Spartan Air Services, Ltd.	Hamilton (Ont.)			North America	Canada	Ontario			Hamilton						AirPhotos_Hamilton_1952-13L	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A71766
Hamilton-Wentworth County			Hamilton	1952-05-01		13M	[1:4,800 approximately]	43.179731	-80.10099	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_Hamilton_1952-13M.jpg	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A71768	H:\Digitization_Projects\Air_Photos\AirPhotos_1952_Hamilton	Spartan Air Services, Ltd.		[Spartan Air Services, Ltd.]	[Ottawa, Ont.]	1952	1 remote-sensing image ; 61 x 73 cm on sheet 71 x 82 cm. Dry mounted on masonite.	Shows parts of Dundas, Ancaster, Stoney Creek, and Hamilton mountain only. Source: Spartan Air Services, Ltd.	Hamilton (Ont.)			North America	Canada	Ontario			Hamilton						AirPhotos_Hamilton_1952-13M	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A71768
Hamilton-Wentworth County			Hamilton	1952-05-01		14L	[1:4,800 approximately]	43.203886	-80.077773	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_Hamilton_1952-14L.jpg	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A71781	H:\Digitization_Projects\Air_Photos\AirPhotos_1952_Hamilton	Spartan Air Services, Ltd.		[Spartan Air Services, Ltd.]	[Ottawa, Ont.]	1952	1 remote-sensing image ; 61 x 73 cm on sheet 71 x 82 cm. Dry mounted on masonite.	Shows parts of Dundas, Ancaster, Stoney Creek, and Hamilton mountain only. Source: Spartan Air Services, Ltd.	Hamilton (Ont.)			North America	Canada	Ontario			Hamilton						AirPhotos_Hamilton_1952-14L	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A71781
Hamilton-Wentworth County			Hamilton	1952-05-01		14M	[1:4,800 approximately]	43.180858	-80.069619	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_Hamilton_1952-14M.jpg	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A71769	H:\Digitization_Projects\Air_Photos\AirPhotos_1952_Hamilton	Spartan Air Services, Ltd.		[Spartan Air Services, Ltd.]	[Ottawa, Ont.]	1952	1 remote-sensing image ; 61 x 73 cm on sheet 71 x 82 cm. Dry mounted on masonite.	Shows parts of Dundas, Ancaster, Stoney Creek, and Hamilton mountain only. Source: Spartan Air Services, Ltd.	Hamilton (Ont.)			North America	Canada	Ontario			Hamilton						AirPhotos_Hamilton_1952-14M	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A71769
Hamilton-Wentworth County			Hamilton	1952-05-01		15I	[1:4,800 approximately]	43.281009	-80.057303	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_Hamilton_1952-15I.jpg	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A71773	H:\Digitization_Projects\Air_Photos\AirPhotos_1952_Hamilton	Spartan Air Services, Ltd.		[Spartan Air Services, Ltd.]	[Ottawa, Ont.]	1952	1 remote-sensing image ; 61 x 73 cm on sheet 71 x 82 cm. Dry mounted on masonite.	Shows parts of Dundas, Ancaster, Stoney Creek, and Hamilton mountain only. Source: Spartan Air Services, Ltd.	Hamilton (Ont.)			North America	Canada	Ontario			Hamilton						AirPhotos_Hamilton_1952-15I	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A71773
Hamilton-Wentworth County			Hamilton	1952-05-01		15J	[1:4,800 approximately]	43.256948	-80.047175	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_Hamilton_1952-15J.jpg	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A71779	H:\Digitization_Projects\Air_Photos\AirPhotos_1952_Hamilton	Spartan Air Services, Ltd.		[Spartan Air Services, Ltd.]	[Ottawa, Ont.]	1952	1 remote-sensing image ; 61 x 73 cm on sheet 71 x 82 cm. Dry mounted on masonite.	Shows parts of Dundas, Ancaster, Stoney Creek, and Hamilton mountain only. Source: Spartan Air Services, Ltd.	Hamilton (Ont.)			North America	Canada	Ontario			Hamilton						AirPhotos_Hamilton_1952-15J	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A71779
Hamilton-Wentworth County			Hamilton	1952-05-01		15K	[1:4,800 approximately]	43.235201	-80.042065	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_Hamilton_1952-15K.jpg	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A71770	H:\Digitization_Projects\Air_Photos\AirPhotos_1952_Hamilton	Spartan Air Services, Ltd.		[Spartan Air Services, Ltd.]	[Ottawa, Ont.]	1952	1 remote-sensing image ; 61 x 73 cm on sheet 71 x 82 cm. Dry mounted on masonite.	Shows parts of Dundas, Ancaster, Stoney Creek, and Hamilton mountain only. Source: Spartan Air Services, Ltd.	Hamilton (Ont.)			North America	Canada	Ontario			Hamilton						AirPhotos_Hamilton_1952-15K	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A71770
Hamilton-Wentworth County			Hamilton	1952-05-01		15L	[1:4,800 approximately]	43.210872	-80.037773	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_Hamilton_1952-15L.jpg	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A71772	H:\Digitization_Projects\Air_Photos\AirPhotos_1952_Hamilton	Spartan Air Services, Ltd.		[Spartan Air Services, Ltd.]	[Ottawa, Ont.]	1952	1 remote-sensing image ; 61 x 73 cm on sheet 71 x 82 cm. Dry mounted on masonite.	Shows parts of Dundas, Ancaster, Stoney Creek, and Hamilton mountain only. Source: Spartan Air Services, Ltd.	Hamilton (Ont.)			North America	Canada	Ontario			Hamilton						AirPhotos_Hamilton_1952-15L	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A71772
Hamilton-Wentworth County			Hamilton	1952-05-01		15M	[1:4,800 approximately]	43.19049	-80.026197	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_Hamilton_1952-15M.jpg	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A71762	H:\Digitization_Projects\Air_Photos\AirPhotos_1952_Hamilton	Spartan Air Services, Ltd.		[Spartan Air Services, Ltd.]	[Ottawa, Ont.]	1952	1 remote-sensing image ; 61 x 73 cm on sheet 71 x 82 cm. Dry mounted on masonite.	Shows parts of Dundas, Ancaster, Stoney Creek, and Hamilton mountain only. Source: Spartan Air Services, Ltd.	Hamilton (Ont.)			North America	Canada	Ontario			Hamilton						AirPhotos_Hamilton_1952-15M	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A71762
